pres_1,pres_2,sim
12,15,0.9977236225907185
12,16,0.9917612932526397
12,17,0.9945131117277806
12,18,0.9960512071382118
12,19,0.9936372472302589
12,20,0.0
12,21,0.9900649547907575
12,22,0.9909950560758729
12,23,0.9942414964249998
12,24,0.993918618055027
12,25,0.9896841071023978
12,26,0.9959166706149005
12,27,0.9769833603187178
12,28,0.9798933124863375
12,29,0.9880135822693533
12,30,0.9849384866547612
12,31,0.9793093046644198
12,32,0.9764335287966878
12,33,0.9778968860951389
12,34,0.973879931686958
12,35,0.9684766040839167
12,36,0.9800129672921005
12,37,0.9733256513693973
12,38,0.9766077536427551
12,39,0.9661833848842046
12,40,0.9528474868538652
12,41,0.9464343004700958
12,42,0.9650553442779739
12,43,0.946413921150288
12,44,0.9635573118659445
13,1,0.9958397981591357
13,2,0.9972413252363737
13,3,0.9933907048068377
13,4,0.9970893085216411
13,5,0.9978276143198355
13,6,0.9966061219000648
13,7,0.998679337104551
13,8,0.9984890942401886
13,9,0.0
13,10,0.9985674560618782
13,11,0.9985502851813032
13,12,0.9966753036326731
13,13,1.0
13,14,0.9979290081052998
13,15,0.9971679985607886
13,16,0.9962283719312832
13,17,0.9978741677924581
13,18,0.9989925629408521
13,19,0.9970898773756385
13,20,0.0
13,21,0.9898542636682753
13,22,0.9963378238793874
13,23,0.9980660265422505
13,24,0.9931327473008974
13,25,0.9952634803584435
13,26,0.9953123011953073
13,27,0.9840194264092341
13,28,0.9864520964524383
13,29,0.9929280598393367
13,30,0.9896820479358635
13,31,0.9854848858840743
13,32,0.9810429918319784
13,33,0.9827927598053404
13,34,0.9799620150963526
13,35,0.969434872582353
13,36,0.9818311245925451
13,37,0.9769577899539995
13,38,0.9763395132505567
13,39,0.9680502564605434
13,40,0.9535986486044945
13,41,0.9465283787541017
13,42,0.9656719066914614
13,43,0.9481104981794263
13,44,0.9618662063931321
14,1,0.9916230645144446
14,2,0.9945084455361398
14,3,0.9893665771799296
14,4,0.995803303535546
14,5,0.9945591928595603
14,6,0.9973658065837313
14,7,0.9957499106102188
14,8,0.9971053642237603
14,9,0.0
14,10,0.9956683634546747
14,11,0.9974990128036854
14,12,0.995298759090477
14,13,0.9979290081052998
14,14,1.0
14,15,0.9958642247948204
14,16,0.9959728561871528
14,17,0.9979338240165672
14,18,0.9982002109692407
14,19,0.9979281608027146
14,20,0.0
14,21,0.9908273629422597
14,22,0.9965394765361161
14,23,0.9967318386378121
14,24,0.9953219835123892
14,25,0.9931490544763001
14,26,0.9957863320203447
14,27,0.9791728420116416
14,28,0.982803405071594
14,29,0.9886637782183378
14,30,0.9893597191813751
14,31,0.9832060537950984
14,32,0.9772781443096015
14,33,0.9820666566955489
14,34,0.9785337149119693
14,35,0.9639947072910799
14,36,0.9767718401255762
14,37,0.9749594055845632
14,38,0.9771561052130152
14,39,0.9639106929421579
14,40,0.9478282241491032
14,41,0.93961942123295
14,42,0.9615302183436867
14,43,0.9405272277847618
14,44,0.958957204874288
15,1,0.9918411451551269
15,2,0.9937845378197643
15,3,0.989050644867716
15,4,0.9918810439528412
15,5,0.9963980286510006
15,6,0.9928882610882908
15,7,0.9967944973567475
15,8,0.99433818902571
15,9,0.0
15,10,0.9965331213674369
15,11,0.9981933286709708
15,12,0.9977236225907185
15,13,0.9971679985607886
15,14,0.9958642247948204
15,15,1.0
15,16,0.9961320531104741
15,17,0.9966705352805529
15,18,0.9967730964183747
15,19,0.9934137734692575
15,20,0.0
15,21,0.9873734400760916
15,22,0.9915285022429183
15,23,0.9949710546083176
15,24,0.9928496341549281
15,25,0.9935350450440431
15,26,0.9943654549726043
15,27,0.9819531150249018
15,28,0.9834316771993337
15,29,0.9902241412209523
15,30,0.9848249811550073
15,31,0.9829403120465436
15,32,0.980135633557864
15,33,0.9798874262220789
15,34,0.9781203526888984
15,35,0.9732554393711513
15,36,0.9843137906499518
15,37,0.9774870501836066
15,38,0.977465366710526
15,39,0.971903588328114
15,40,0.9591264761599839
15,41,0.9525201004964916
15,42,0.9688224402302741
15,43,0.9531734736865747
15,44,0.9684806688958273
16,1,0.9910152427375745
16,2,0.993680197149212
16,3,0.9918173510656343
16,4,0.9919494270539634
16,5,0.994810593808551
16,6,0.9925823298185603
16,7,0.9953059228121032
16,8,0.9960786922605995
16,9,0.0
16,10,0.9946016453844827
16,11,0.9960382384986698
16,12,0.9917612932526397
16,13,0.9962283719312832
16,14,0.9959728561871528
16,15,0.9961320531104741
16,16,1.0
16,17,0.9980054964576314
16,18,0.9968346366928159
16,19,0.9941677428520267
16,20,0.0
16,21,0.9863520323801778
16,22,0.9941168271662253
16,23,0.9955163163759234
16,24,0.991109263471284
16,25,0.9967234447375793
16,26,0.9923172699425243
16,27,0.9862416366867235
16,28,0.9886504211882017
16,29,0.9928534913152575
16,30,0.98935236319871
16,31,0.9889975823011322
16,32,0.9846392363765929
16,33,0.9859721975417006
16,34,0.9841687452634454
16,35,0.9759028583081506
16,36,0.9853140110873065
16,37,0.9843089928775947
16,38,0.9807404090141364
16,39,0.9769123589415567
16,40,0.963493709021975
16,41,0.9561796454594469
16,42,0.9731815899407077
16,43,0.9582048041081279
16,44,0.971894387737457
17,1,0.991362965795966
17,2,0.9952077600260418
17,3,0.9905871440055485
17,4,0.9948405900349228
17,5,0.9950321702207423
17,6,0.9965096608200474
17,7,0.9961311378905732
17,8,0.9970183814470228
17,9,0.0
17,10,0.9956349115297891
17,11,0.9978311643571359
17,12,0.9945131117277806
17,13,0.9978741677924581
17,14,0.9979338240165672
17,15,0.9966705352805529
17,16,0.9980054964576314
17,17,1.0
17,18,0.9985539723942956
17,19,0.9976468984841866
17,20,0.0
17,21,0.990962178845625
17,22,0.9968683565587402
17,23,0.9982618519547669
17,24,0.9953138683785724
17,25,0.9954494187338527
17,26,0.9960834783489669
17,27,0.9826013428815914
17,28,0.9869415121201687
17,29,0.9929922239728144
17,30,0.9920552507705152
17,31,0.986286888924802
17,32,0.9819492110043904
17,33,0.9854611910055614
17,34,0.9821229904867095
17,35,0.9701396741935677
17,36,0.9814375678236632
17,37,0.9811396207917473
17,38,0.9818393638526046
17,39,0.9713541620751284
17,40,0.9565686052124689
17,41,0.9488480713390026
17,42,0.9690115568714806
17,43,0.9501517970103212
17,44,0.9660081811400285
18,1,0.9936035019357691
18,2,0.9959113510492622
18,3,0.9914690153235388
18,4,0.9959687054638944
18,5,0.9964773688088665
18,6,0.9975501094738398
18,7,0.9966643365286992
18,8,0.9973839116477563
18,9,0.0
18,10,0.9970742420415966
18,11,0.9981600773173982
18,12,0.9960512071382118
18,13,0.9989925629408521
18,14,0.9982002109692407
18,15,0.9967730964183747
18,16,0.9968346366928159
18,17,0.9985539723942956
18,18,1.0
18,19,0.9979687494225983
18,20,0.0
18,21,0.9919214043062768
18,22,0.9968559960774832
18,23,0.9985382289958701
18,24,0.9950861400643587
18,25,0.9943925464756875
18,26,0.9963903080434718
18,27,0.9807582087605199
18,28,0.9848171037267833
18,29,0.9920944378775177
18,30,0.9908408703827278
18,31,0.9845824301853955
18,32,0.9799813046814828
18,33,0.9832046206707752
18,34,0.9799835312330307
18,35,0.9683510890961075
18,36,0.9808232802550816
18,37,0.9771745470938616
18,38,0.9778435409135889
18,39,0.967934298067826
18,40,0.952970445197016
18,41,0.945608560031248
18,42,0.9660962099231996
18,43,0.9467809029653417
18,44,0.9631504510927943
19,1,0.9902006541680722
19,2,0.9937650473208476
19,3,0.9866061912520537
19,4,0.9960496690849209
19,5,0.9921537542984202
19,6,0.9976465042309988
19,7,0.993254317583153
19,8,0.9957053397602038
19,9,0.0
19,10,0.9938532463134702
19,11,0.9956432592325648
19,12,0.9936372472302589
19,13,0.9970898773756385
19,14,0.9979281608027146
19,15,0.9934137734692575
19,16,0.9941677428520267
19,17,0.9976468984841866
19,18,0.9979687494225983
19,19,1.0
19,20,0.0
19,21,0.9948414837750528
19,22,0.9987489301736009
19,23,0.9987004692767925
19,24,0.9970233491471572
19,25,0.9915988739952002
19,26,0.997695545841375
19,27,0.9745704795048681
19,28,0.982349292240691
19,29,0.9904514978818615
19,30,0.9938022526525141
19,31,0.9818664311965091
19,32,0.9769626875878346
19,33,0.9851416496578917
19,34,0.979382180216047
19,35,0.9605734178503562
19,36,0.973191081704511
19,37,0.9750653574195324
19,38,0.9806215216791201
19,39,0.9605328872882279
19,40,0.9432224670502348
19,41,0.9350107859566492
19,42,0.9600532821950493
19,43,0.9348058398360697
19,44,0.9552171994438973
20,1,0.0
20,2,0.0
20,3,0.0
20,4,0.0
20,5,0.0
20,6,0.0
20,7,0.0
20,8,0.0
20,9,1.0
20,10,0.0
20,11,0.0
20,12,0.0
20,13,0.0
20,14,0.0
20,15,0.0
20,16,0.0
20,17,0.0
20,18,0.0
20,19,0.0
20,20,1.0
20,21,0.0
20,22,0.0
20,23,0.0
20,24,0.0
20,25,0.0
20,26,0.0
20,27,0.0
20,28,0.0
20,29,0.0
20,30,0.0
20,31,0.0
20,32,0.0
20,33,0.0
20,34,0.0
20,35,0.0
20,36,0.0
20,37,0.0
20,38,0.0
20,39,0.0
20,40,0.0
20,41,0.0
20,42,0.0
20,43,0.0
20,44,0.0
21,1,0.9796361389413052
21,2,0.9868396919313707
21,3,0.974978218993034
21,4,0.9880477328115705
21,5,0.9840745682651153
21,6,0.9918998737378779
21,7,0.9840512284529208
21,8,0.985917909931466
21,9,0.0
21,10,0.9850718232446568
21,11,0.9902735021039086
21,12,0.9900649547907575
21,13,0.9898542636682753
21,14,0.9908273629422597
21,15,0.9873734400760916
21,16,0.9863520323801778
21,17,0.990962178845625
21,18,0.9919214043062768
21,19,0.9948414837750528
21,20,0.0
21,21,1.0
21,22,0.9938563769805302
21,23,0.9942412577549585
21,24,0.9967769888869672
21,25,0.9804229847244563
21,26,0.9963535211672466
21,27,0.9589259955753803
21,28,0.9708622203016726
21,29,0.9842842991626458
21,30,0.9924184770422511
21,31,0.9717498712052273
21,32,0.9688386272354527
21,33,0.9811520243990939
21,34,0.9702876957957534
21,35,0.9526235372145014
21,36,0.963676647030466
21,37,0.9703643949857776
21,38,0.9829049651082293
21,39,0.9522611954753739
21,40,0.9320288913951281
21,41,0.927287026205946
21,42,0.9553222698648878
21,43,0.9260632629184692
21,44,0.9551134116388886
22,1,0.9903672617261794
22,2,0.9934429949471946
22,3,0.9887310620663757
22,4,0.9962085086250849
22,5,0.9911130658865448
22,6,0.9960242892328873
22,7,0.9927965374872971
22,8,0.9958528520792117
22,9,0.0
22,10,0.9934513110109487
22,11,0.9945660353103102
22,12,0.9909950560758729
22,13,0.9963378238793874
22,14,0.9965394765361161
22,15,0.9915285022429183
22,16,0.9941168271662253
22,17,0.9968683565587402
22,18,0.9968559960774832
22,19,0.9987489301736009
22,20,0.0
22,21,0.9938563769805302
22,22,1.0
22,23,0.9984073168283993
22,24,0.9951861787093944
22,25,0.9923450627449047
22,26,0.9961468008828244
22,27,0.9770443689351421
22,28,0.985451462194757
22,29,0.992262479262551
22,30,0.9957859014210667
22,31,0.9843883990438514
22,32,0.979510880810153
22,33,0.9880897742215881
22,34,0.9822708654558273
22,35,0.9625754379279763
22,36,0.9746498222562889
22,37,0.9784604613303348
22,38,0.9824091767601956
22,39,0.9638198039426861
22,40,0.9454863253889079
22,41,0.9387274317048895
22,42,0.9626520809545345
22,43,0.9388509249030966
22,44,0.957154460116408
23,1,0.9913164205716596
23,2,0.9946065052901027
23,3,0.9888357198612798
23,4,0.9958517243580173
23,5,0.9945948882492051
23,6,0.9973209992154904
23,7,0.9950802079259501
23,8,0.9964186305544049
23,9,0.0
23,10,0.995454118940609
23,11,0.996844941347152
23,12,0.9942414964249998
23,13,0.9980660265422505
23,14,0.9967318386378121
23,15,0.9949710546083176
23,16,0.9955163163759234
23,17,0.9982618519547669
23,18,0.9985382289958701
23,19,0.9987004692767925
23,20,0.0
23,21,0.9942412577549585
23,22,0.9984073168283993
23,23,1.0
23,24,0.9960630875270154
23,25,0.9930935337168418
23,26,0.9975110817008099
23,27,0.9778816798008886
23,28,0.9842423571076337
23,29,0.9929924694287228
23,30,0.9939515119678555
23,31,0.9831312577241709
23,32,0.9788339331299613
23,33,0.9846439447301372
23,34,0.9794173141580503
23,35,0.9650247392822807
23,36,0.9775164292454636
23,37,0.9774697053540737
23,38,0.9806826589350895
23,39,0.9647313866063528
23,40,0.9481767707896249
23,41,0.94120376124461
23,42,0.9633753135938781
23,43,0.9421092524530499
23,44,0.9596668116961716
24,1,0.9816472129835113
24,2,0.988188369917568
24,3,0.9773940503677112
24,4,0.9896736817083787
24,5,0.9881524871702775
24,6,0.9945393131751961
24,7,0.987978771875116
24,8,0.9891368792864114
24,9,0.0
24,10,0.9886212869110548
24,11,0.9945964509763096
24,12,0.993918618055027
24,13,0.9931327473008974
24,14,0.9953219835123892
24,15,0.9928496341549281
24,16,0.991109263471284
24,17,0.9953138683785724
24,18,0.9950861400643587
24,19,0.9970233491471572
24,20,0.0
24,21,0.9967769888869672
24,22,0.9951861787093944
24,23,0.9960630875270154
24,24,1.0
24,25,0.9850240341129487
24,26,0.9984405688435096
24,27,0.9642116986068887
24,28,0.9741970032879199
24,29,0.9849289006865154
24,30,0.9907226399311967
24,31,0.973570088119279
24,32,0.9696183326229515
24,33,0.9801937424817477
24,34,0.971772551788168
24,35,0.9555586084836051
24,36,0.9677479061942598
24,37,0.9717926683991036
24,38,0.982918942527794
24,39,0.9570593408552033
24,40,0.9384984022424344
24,41,0.9311910093828358
24,42,0.957909345169354
24,43,0.9307406382086859
24,44,0.9583424371448401
25,1,0.9948970049962854
25,2,0.9945825349117208
25,3,0.9950796746540529
25,4,0.9931506981151098
25,5,0.9930722142662927
25,6,0.9886935933889942
25,7,0.9961095586648558
25,8,0.9962768591364057
25,9,0.0
25,10,0.9960639493477025
25,11,0.9924734143516151
25,12,0.9896841071023978
25,13,0.9952634803584435
25,14,0.9931490544763001
25,15,0.9935350450440431
25,16,0.9967234447375793
25,17,0.9954494187338527
25,18,0.9943925464756875
25,19,0.9915988739952002
25,20,0.0
25,21,0.9804229847244563
25,22,0.9923450627449047
25,23,0.9930935337168418
25,24,0.9850240341129487
25,25,1.0
25,26,0.9895433036918547
25,27,0.9925974613694114
25,28,0.9956240618841685
25,29,0.9963025130472374
25,30,0.9887600164380499
25,31,0.9937209846218455
25,32,0.9902039588856181
25,33,0.9893286353610061
25,34,0.9894442577665052
25,35,0.9797223815628899
25,36,0.9897276180157019
25,37,0.9860048699631307
25,38,0.9795634018733018
25,39,0.9811731079914382
25,40,0.9696770349861003
25,41,0.9620905901831498
25,42,0.9760551188796561
25,43,0.9636367235272693
25,44,0.9688865307764035
26,1,0.9865649497625042
26,2,0.9914016362527112
26,3,0.9817942381384293
26,4,0.9923532841122363
26,5,0.9901044736022117
26,6,0.9949359799728711
26,7,0.9912555202037163
26,8,0.9916380035294686
26,9,0.0
26,10,0.9924770173992629
26,11,0.9947723175970783
26,12,0.9959166706149005
26,13,0.9953123011953073
26,14,0.9957863320203447
26,15,0.9943654549726043
26,16,0.9923172699425243
26,17,0.9960834783489669
26,18,0.9963903080434718
26,19,0.997695545841375
26,20,0.0
26,21,0.9963535211672466
26,22,0.9961468008828244
26,23,0.9975110817008099
26,24,0.9984405688435096
26,25,0.9895433036918547
26,26,1.0
26,27,0.971117342378328
26,28,0.980408723669344
26,29,0.9898528051232688
26,30,0.993022398322483
26,31,0.9792422084721245
26,32,0.9755498469190074
26,33,0.9840058214568522
26,34,0.9767504533207465
26,35,0.9623050075901813
26,36,0.9745720043670374
26,37,0.9758647658908912
26,38,0.9842137886025302
26,39,0.9626320098154039
26,40,0.9456700501319741
26,41,0.9387044646572699
26,42,0.9623230111073457
26,43,0.938041995945874
