pres_1,pres_2,sim,pres_1_party,pres_2_party
13,22,0.9963378238793874,Whig,Democratic
13,23,0.9980660265422505,Whig,Republican
13,24,0.9931327473008974,Whig,Republican
13,25,0.9952634803584435,Whig,Republican
13,26,0.9953123011953073,Whig,Republican
13,27,0.9840194264092341,Whig,Democratic
13,28,0.9864520964524383,Whig,Republican
13,29,0.9929280598393367,Whig,Republican
13,30,0.9896820479358635,Whig,Republican
13,31,0.9854848858840743,Whig,Democratic
13,32,0.9810429918319784,Whig,Democratic
13,33,0.9827927598053404,Whig,Republican
13,34,0.9799620150963526,Whig,Democratic
13,35,0.969434872582353,Whig,Democratic
13,36,0.9818311245925451,Whig,Republican
13,37,0.9769577899539995,Whig,Republican
13,38,0.9763395132505567,Whig,Democratic
13,39,0.9680502564605434,Whig,Republican
13,40,0.9535986486044945,Whig,Republican
13,41,0.9465283787541017,Whig,Democratic
13,42,0.9656719066914614,Whig,Republican
13,43,0.9481104981794263,Whig,Democratic
13,44,0.9618662063931321,Whig,Republican
14,1,0.9916230645144446,Democratic,Unaffiliated
14,2,0.9945084455361398,Democratic,Federalist
14,3,0.9893665771799296,Democratic,Democratic-Republican
14,4,0.995803303535546,Democratic,Democratic-Republican
14,5,0.9945591928595603,Democratic,Democratic-Republican
14,6,0.9973658065837313,Democratic,Democratic-Republican
14,7,0.9957499106102188,Democratic,Democratic
14,8,0.9971053642237603,Democratic,Democratic
14,9,0.0,Democratic,Whig
14,10,0.9956683634546747,Democratic,Whig
14,11,0.9974990128036854,Democratic,Democratic
14,12,0.995298759090477,Democratic,Whig
14,13,0.9979290081052998,Democratic,Whig
14,14,1.0,Democratic,Democratic
14,15,0.9958642247948204,Democratic,Democratic
14,16,0.9959728561871528,Democratic,Republican
14,17,0.9979338240165672,Democratic,Democratic
14,18,0.9982002109692407,Democratic,Republican
14,19,0.9979281608027146,Democratic,Republican
14,20,0.0,Democratic,Republican
14,21,0.9908273629422597,Democratic,Republican
14,22,0.9965394765361161,Democratic,Democratic
14,23,0.9967318386378121,Democratic,Republican
14,24,0.9953219835123892,Democratic,Republican
